priority,flag,coin_id,year,program,denomination,mint_mark,condition,cost,quantity,description,personal_notes,source_file,question_for_AJ
2,Missing Year,662b996a-462b-43b5-8ec4-6e174634bb93,,Morgan Silver Dollar,$1,,PCGS MS66+SQ,3700.0,1,,1888 Morgan silver dollar PCGS MS66+SQ,,
2,Missing Year,76b30085-7dc5-4369-8082-528cdca9bdf4,,Morgan Silver Dollar,$1,,MS-65,1995.0,1,,1891O Morgan silver dollar Gem Bu in display,,
2,Missing Year,7e3201e1-2cce-4f5f-bdb0-3c2c62bea6e0,,Morgan Silver Dollar,1 Dollar,,Ungraded,$1818.00,3,,"3 coin set, Years: 1880-1887",,
2,Missing Year,8a794fa5-23dd-48d7-af6e-a8f53a369d8f,,Morgan Silver Dollar,$1,,Choice Uncirculated,3995.0,1,,1892S Morgan silver dollar Ch-Bu in display,,
2,Missing Year,db33a318-5089-4fc1-b5a0-43ef06e63310,,Morgan Silver Dollar,$1,,Uncirculated W/Original Gov't Box & COA,1995.0,1,,1885CC Morgan Silver dollar GSA Uncirculated W/Original govt,,
2,Looks like a SET — confirm if individual coin or set record,7c9c1f09-38f4-4ee7-a2f6-63bfdbf428d6,1921,Morgan Silver Dollar,$1,"P, D, S",MS-65,995,SET (3),,"1921PDS Morgan silver dollar Three Coin ""The end of an era"" ",,
2,Looks like a SET — confirm if individual coin or set record,603ca16a-1647-422a-8d73-e431a88858d6,1926,Morgan Silver Dollar,Morgan Silver Dollar,,Ungraded,$198.00,1,,"Invoice describes the coin as 'HIGH RELIEF'. Numismatically,",Scan_20260129 (78).pdf,
2,Looks like a SET — confirm if individual coin or set record,6b7d914d-cca6-4268-9de7-811061949965,2023,Morgan Silver Dollar,Morgan Silver Dollar,,Uncirculated,$229.00,1,,Part of 'THE ULTIMATE MODERN MORGAN AND PEACE SILVER DOLLAR ,invoices/queue/61ea50e3-4101-46a8-b5c0-2e019f3493bf_Scan_20260129 (63).pdf,
2,Looks like a SET — confirm if individual coin or set record,2b11cb2b-d8f7-4e92-aeda-09871302d46f,Multiple,Morgan Silver Dollar,$1,,Uncirculated,4990,Set (20),,Pre 1921 Morgan silver dollar Ch-Bu Roll 20 coins mixed date,,
2,Year 'Multiple' looks invalid,2b11cb2b-d8f7-4e92-aeda-09871302d46f,Multiple,Morgan Silver Dollar,$1,,Uncirculated,4990,Set (20),,Pre 1921 Morgan silver dollar Ch-Bu Roll 20 coins mixed date,,
2,Looks like a SET — confirm if individual coin or set record,320e8d05-f13a-4047-a453-0f6a04544e15,,Morgan Silver Dollar Set,$1,,MS-65,995.0,1,,"1921PDS Morgan silver dollar Three Coin ""The end of an era"" ",,
2,Missing Year,320e8d05-f13a-4047-a453-0f6a04544e15,,Morgan Silver Dollar Set,$1,,MS-65,995.0,1,,"1921PDS Morgan silver dollar Three Coin ""The end of an era"" ",,
2,Looks like a SET — confirm if individual coin or set record,62df1453-5344-471a-929b-1274a957a786,,Morgan Silver Dollar Set,$1,,"1878 Morgan silver dollar five coin st First year of issue variety Set  (1878-7TF,1878-7/8TF, 1878-8TF, 1878-S, 1878-CC)",1695.0,1,,1878 Morgan silver dollar five coin st First year of issue v,,
2,Missing Year,62df1453-5344-471a-929b-1274a957a786,,Morgan Silver Dollar Set,$1,,"1878 Morgan silver dollar five coin st First year of issue variety Set  (1878-7TF,1878-7/8TF, 1878-8TF, 1878-S, 1878-CC)",1695.0,1,,1878 Morgan silver dollar five coin st First year of issue v,,
2,Looks like a SET — confirm if individual coin or set record,b90541c6-6e7a-4652-80c2-807069aa2713,1878,Morgan Silver Dollar Set,$1,Multiple,About Uncirculated,1695,1,,1878 Morgan silver dollar five coin st First year of issue v,,
2,Looks like a SET — confirm if individual coin or set record,1b8edd54-3863-44e8-b070-67abcd004759,Multiple,Morgan Silver Dollar Set,$1,,Ungraded,1380,Multiple,,"Morgan silver dollars (7 1883 coins, 5 1884 coins, 8 1885O c",,
2,Year 'Multiple' looks invalid,1b8edd54-3863-44e8-b070-67abcd004759,Multiple,Morgan Silver Dollar Set,$1,,Ungraded,1380,Multiple,,"Morgan silver dollars (7 1883 coins, 5 1884 coins, 8 1885O c",,
2,Looks like a SET — confirm if individual coin or set record,b4c8ee37-1d97-4ff3-a9ff-98a7d39265db,Multiple,Morgan Silver Dollar Set,Multiple,,Ungraded,1380.0,1,,"Morgan silver dollars (7 1883 coins, 5 1884 coins, 8 1885O c",,
2,Year 'Multiple' looks invalid,b4c8ee37-1d97-4ff3-a9ff-98a7d39265db,Multiple,Morgan Silver Dollar Set,Multiple,,Ungraded,1380.0,1,,"Morgan silver dollars (7 1883 coins, 5 1884 coins, 8 1885O c",,
2,Looks like a SET — confirm if individual coin or set record,1754e35b-83ee-4f5e-a12f-30fc5cb6f220,2019P,National Park Quarters,quarter,,uncirculated,$1.75,1,Massachusetts Lowell National Historic Park,,National Park Quarters - 4 - B.xlsx,
2,Looks like a SET — confirm if individual coin or set record,3fcb26fa-aa11-40e1-b403-009497ca19c3,2019S,National Park Quarters,quarter,,uncirculated,$1.25,1,Massachusetts Lowell National Historic Park,,National Park Quarters - 3.xlsx,
2,Looks like a SET — confirm if individual coin or set record,e9584d04-8ac0-4bd6-a190-d3d4ec961cb6,2017S,National Park Year Set San Francisco Mint 5 coins,,,uncirculated,$15.75,1,National Park Year Set San Francisco Mint 5 coins,,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,a309093b-e598-420a-a268-b7a45fae02ff,2018S,National Park Year Set San Francisco Mint 5 coins,,,uncirculated,$11.50,1,National Park Year Set San Francisco Mint 5 coins,,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,7abcb158-4b0e-4b23-8150-4d3c8376412e,2020S,National Park quarters Silver Proof Year set 5 coins,,,ch proof 63,$74.95,1,National Park quarters Silver Proof Year set 5 coins,,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,b2c0fe1f-8a33-4c04-be98-c345682f4762,2017,Native American Dollar Series,Native American Dollar,P,Uncirculated,$8.10,1,,,,
2,Looks like a SET — confirm if individual coin or set record,0290aba9-e88a-4e35-9efe-7d3ea779efc6,2021,Native American Dollar Series,Native American Dollar,P,Uncirculated,$0.00,1,,,gs://studio-9101802118-8c9a8-uploads/invoices/e28d8a64-fa39-489b-b0c3-d356c132b097_1769970708_Scan_20260128 (13).pdf,
2,Looks like a SET — confirm if individual coin or set record,238cded8-d13c-4f50-bab0-7c1229b8d71d,2021,Native American Dollar Series,Native American Dollar,D,Uncirculated,$0.00,1,,,gs://studio-9101802118-8c9a8-uploads/invoices/e28d8a64-fa39-489b-b0c3-d356c132b097_1769970708_Scan_20260128 (13).pdf,
2,Looks like a SET — confirm if individual coin or set record,4adf4fa7-fdb0-4a45-a8ef-714ae59b0343,2022,Native American Dollar Series,Native American Dollar,D,Uncirculated,$0.00,1,,,gs://studio-9101802118-8c9a8-uploads/invoices/e28d8a64-fa39-489b-b0c3-d356c132b097_1769970708_Scan_20260128 (13).pdf,
2,Looks like a SET — confirm if individual coin or set record,73eb21bf-7545-4498-99a7-def912853e4f,2022,Native American Dollar Series,Native American Dollar,P,Uncirculated,$0.00,1,,,gs://studio-9101802118-8c9a8-uploads/invoices/e28d8a64-fa39-489b-b0c3-d356c132b097_1769970708_Scan_20260128 (13).pdf,
2,Looks like a SET — confirm if individual coin or set record,50587c4e-9fb7-4f8b-a078-8faab1a69c9c,2018-20,P&D American Innovation Set (18),,,uncirculated,$71.00,1,P&D American Innovation Set (18),,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,d6fa0ed7-ef8f-4161-beb6-3c64963fabbf,2018-20,P&D American Innovation set (18),,,uncirculated,$63.00,1,P&D American Innovation set (18),,miscellaneous purchases.xlsx,
2,Missing Year,be97654e-f07d-4c4d-aeca-43523b4e3d3b,,Peace Dollar,Dollar,,Ungraded,$0.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,43a7eab9-cc3a-4280-9609-f01225add81b,1922,Peace Dollar,Dollar,,Uncirculated,$96.75,1,,Set 1 of 4,,
2,Looks like a SET — confirm if individual coin or set record,839b599a-3489-40cf-b09e-d5c109fbfd09,1923,Peace Dollar,Dollar,,Uncirculated,$96.75,1,,Set 2 of 4,,
2,Looks like a SET — confirm if individual coin or set record,aebafca8-1dd2-49ef-a760-be698ba33cf9,1924,Peace Dollar,Dollar,,Uncirculated,$96.75,1,,Set 3 of 4,,
2,Looks like a SET — confirm if individual coin or set record,d37f8921-bd32-496c-a126-7527d818a9f2,1925,Peace Dollar,Dollar,,Uncirculated,$96.75,1,,Set 4 of 4,,
2,Looks like a SET — confirm if individual coin or set record,269ba7b1-47b7-4c08-8ac8-d7d2c35bc5c4,2023,Peace Dollar,Dollar,,Uncirculated,$229.00,1,,Part of 'THE ULTIMATE MODERN MORGAN AND PEACE SILVER DOLLAR ,invoices/queue/f69eb9c2-2299-4718-97af-46e37eb218f5_Scan_20260129 (64).pdf,
2,Looks like a SET — confirm if individual coin or set record,51ad6eab-bc69-4c67-b39f-42b28e700146,2023,Peace Dollar,Peace Dollar,,Uncirculated,$229.00,1,,Part of 'THE ULTIMATE MODERN MORGAN AND PEACE SILVER DOLLAR ,invoices/queue/f69eb9c2-2299-4718-97af-46e37eb218f5_Scan_20260129 (64).pdf,
2,Looks like a SET — confirm if individual coin or set record,91f33dfe-565b-4531-a11b-83e16abfbd16,2023,Proof,Morgan Silver Dollar,,Proof,$229.00,1,,Modern Morgan Silver Dollar Proof from 'THE ULTIMATE MODERN ,invoices/queue/dfda6cc7-7174-43c7-81e8-08efbf52d339_Scan_20260129 (62).pdf,
2,Looks like a SET — confirm if individual coin or set record,3b200a2b-4fac-4f20-86db-7d3ae3b37403,2024,Proof Set,,S,Proof-63,$39.95,1,,10 Coins,gs://studio-9101802118-8c9a8-uploads/invoices/598882a2-f591-4eea-aa3f-d763d274189a_1769971001_Scan_20260128 (14).pdf,
2,Looks like a SET — confirm if individual coin or set record,1fdf3ea5-205d-4dfa-b122-96f584450495,1957,Roosevelt Dime Series,Dime,D,Average Circulated,$0.00,1,,,gs://studio-9101802118-8c9a8-uploads/invoices/e28d8a64-fa39-489b-b0c3-d356c132b097_1769970708_Scan_20260128 (13).pdf,
2,Looks like a SET — confirm if individual coin or set record,d76615fb-2398-4f49-a718-3e46548f6fda,1962,Roosevelt Dime Series,Dime,D,Average Circ,$0.00,1,,,gs://studio-9101802118-8c9a8-uploads/invoices/e28d8a64-fa39-489b-b0c3-d356c132b097_1769970708_Scan_20260128 (13).pdf,
2,Looks like a SET — confirm if individual coin or set record,c7ead47b-7f31-481d-a54c-431d02f70db9,1963,Roosevelt Dime Series,Dime,D,Average Circulated,$0.00,1,,,gs://studio-9101802118-8c9a8-uploads/invoices/e28d8a64-fa39-489b-b0c3-d356c132b097_1769970708_Scan_20260128 (13).pdf,
2,Looks like a SET — confirm if individual coin or set record,866d0aad-018b-4107-8444-222d6cd0b743,1964,Roosevelt Dime Series,Dime,,Average Circ,$0.00,1,,,gs://studio-9101802118-8c9a8-uploads/invoices/e28d8a64-fa39-489b-b0c3-d356c132b097_1769970708_Scan_20260128 (13).pdf,
2,Looks like a SET — confirm if individual coin or set record,c1a4b008-8931-492c-8deb-abe5e48db045,2015-2024,Roosevelt Dime Set,Roosevelt Dime,P/D,Uncirculated,$4.95,1,,"Description states '2015-2024 Por D Roosevelt Dime Set', ind",invoices/queue/13ec2c3b-cd6a-49ea-9a6f-63e9dd50d4a5_Scan_20260129 (15).pdf,
2,Missing Year,8882aed7-ea7b-4281-a4cc-5c876589a58f,,Roosevelt Dimes,Dime,,Average Circulated,,1,,,,
2,Looks like a SET — confirm if individual coin or set record,3cd50285-6219-4745-8550-8c71aea23682,1879,Schoolgirl Dollar,$1,,Ungraded,59.95,1,,1879 Morgan School Girl three metal set,,
2,Looks like a SET — confirm if individual coin or set record,e8356cde-97ea-4283-93e9-b7d997269730,2001S,Silver Proof set 10 coins,,,ch proof 63,$105.00,1,Silver Proof set 10 coins,,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,3baddf53-e57c-4280-9c12-25f6aa3935b1,2006S,Silver Proof set 10 coins,,,ch proof 63,$101.00,1,Silver Proof set 10 coins,,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,344378a4-de23-41a0-ae35-b8a5e824081c,1966,Special Mint Set Hard Holder,,,uncirculated,$38.95,1,Special Mint Set Hard Holder,,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,bc6487c3-baef-4e4b-b789-59802b29d672,1967,Special Mint Set hard holder,,,uncirculated,$41.95,1,Special Mint Set hard holder,,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,e6c3cdb3-1992-44a8-96b4-a9e42b9be920,1965,Special Mint Set soft holder,,,uncirculated,$43.00,1,Special Mint Set soft holder,,miscellaneous purchases.xlsx,
2,Missing Year,4ab5f020-8ee9-420a-8ba0-a28ef7e65c8d,,Standing Liberty Quarter,Washington Quarter,P,Ungraded,$0.00,1,,Invoice refers to 'Standing Liberty Quarter' (1916-1930). De,invoices/queue/8b822b51-720d-40f1-97ff-688998d1a51f_Scan_20260129 (58).pdf,
2,Looks like a SET — confirm if individual coin or set record,cad31f3d-3385-4923-b5b4-60f1c260290b,1979-99,Susan B. Anthony 4 coin Year Set,,,uncirculated,$66.00,1,Susan B. Anthony 4 coin Year Set,,miscellaneous purchases.xlsx,
2,Looks like a SET — confirm if individual coin or set record,10861b9b-ae1e-4200-86b0-876b2d1c37ef,,The Celebrating America Coin Collection,,,Ungraded,$17.95,1,,This item represents Shipment 19 from 'The Celebrating Ameri,invoices/queue/28801121-cc53-460d-ae14-7803785bd0d3_Scan_20260129 (65).pdf,
2,Missing Year,10861b9b-ae1e-4200-86b0-876b2d1c37ef,,The Celebrating America Coin Collection,,,Ungraded,$17.95,1,,This item represents Shipment 19 from 'The Celebrating Ameri,invoices/queue/28801121-cc53-460d-ae14-7803785bd0d3_Scan_20260129 (65).pdf,
2,Looks like a SET — confirm if individual coin or set record,a7f0264e-5327-4164-a1ad-1242ec1d129f,,The Celebrating America Coin Collection,,,Ungraded,$17.95,1,,This invoice is for Shipment 21 of 'The Celebrating America ,invoices/queue/24eb4dbe-22fa-417d-b08f-cfdc097f4850_Scan_20260129 (57).pdf,
2,Missing Year,a7f0264e-5327-4164-a1ad-1242ec1d129f,,The Celebrating America Coin Collection,,,Ungraded,$17.95,1,,This invoice is for Shipment 21 of 'The Celebrating America ,invoices/queue/24eb4dbe-22fa-417d-b08f-cfdc097f4850_Scan_20260129 (57).pdf,
2,Looks like a SET — confirm if individual coin or set record,fd3c9cde-26d5-4256-99ce-a03b27f20329,,The Celebrating America Coin Collection Shipment 21,,,Ungraded,$17.95,1,,"This is a collection, specific coin details (Year, Denominat",invoices/queue/24eb4dbe-22fa-417d-b08f-cfdc097f4850_Scan_20260129 (57).pdf,
2,Missing Year,fd3c9cde-26d5-4256-99ce-a03b27f20329,,The Celebrating America Coin Collection Shipment 21,,,Ungraded,$17.95,1,,"This is a collection, specific coin details (Year, Denominat",invoices/queue/24eb4dbe-22fa-417d-b08f-cfdc097f4850_Scan_20260129 (57).pdf,
2,Missing Year,08d6845d-0557-4b67-b259-543c0d55662a,,The Half Dollar Club,Kennedy Half Dollar,,Ungraded,$407.58,1,,Invoice entry indicates an enrollment or purchase from 'The ,invoices/queue/54a3fab1-e2a4-484e-a739-87af0c4e4e4c_Scan_20260129 (41).pdf,
2,Looks like a SET — confirm if individual coin or set record,918fa741-bf52-4e1d-b55b-5728d5591aa3,1925,The U.S. Nickel Collection,Nickel,,Ungraded,$7.95,1,,,gs://studio-9101802118-8c9a8-uploads/invoices/5b17dcd1-75bf-44f1-b84a-b082f0341a27_1769970576_Scan_20260128 (12).pdf,
2,Looks like a SET — confirm if individual coin or set record,4e4b8a07-b80e-455e-9408-54521bb3e6a0,1975,The U.S. Nickel Collection,Jefferson Nickel,,Ungraded,$7.95,1,,,invoices/queue/7deb7a36-dd8d-4a07-bdfe-46ea3e50e13a_Scan_20260202 (2).pdf,
2,Looks like a SET — confirm if individual coin or set record,d934aa4b-ff9d-4b2d-a07b-c13b0ba5fc5b,1975,The U.S. Nickel Collection,Nickel,,Ungraded,$7.95,1,,,gs://studio-9101802118-8c9a8-uploads/invoices/5b17dcd1-75bf-44f1-b84a-b082f0341a27_1769970576_Scan_20260128 (12).pdf,
2,Looks like a SET — confirm if individual coin or set record,82029499-43ba-418e-a754-dc7abed17068,1993,The U.S. Nickel Collection,Jefferson Nickel,,Ungraded,$7.95,1,,,invoices/queue/7deb7a36-dd8d-4a07-bdfe-46ea3e50e13a_Scan_20260202 (2).pdf,
2,Looks like a SET — confirm if individual coin or set record,fe1f97a1-179b-47f2-9b43-efa03b2b79a0,1993,The U.S. Nickel Collection,Nickel,,Ungraded,$7.95,1,,,gs://studio-9101802118-8c9a8-uploads/invoices/5b17dcd1-75bf-44f1-b84a-b082f0341a27_1769970576_Scan_20260128 (12).pdf,
2,Looks like a SET — confirm if individual coin or set record,37bda890-269b-4fe7-9126-ceaddbfdf395,1998,The U.S. Nickel Collection,Nickel,,Ungraded,$7.95,1,,,gs://studio-9101802118-8c9a8-uploads/invoices/5b17dcd1-75bf-44f1-b84a-b082f0341a27_1769970576_Scan_20260128 (12).pdf,
2,Looks like a SET — confirm if individual coin or set record,4ea0b08c-84ad-434e-8642-c7eae8412a6d,1998,The U.S. Nickel Collection,Jefferson Nickel,,Ungraded,$7.95,1,,,invoices/queue/7deb7a36-dd8d-4a07-bdfe-46ea3e50e13a_Scan_20260202 (2).pdf,
2,Looks like a SET — confirm if individual coin or set record,1c4ed090-2f4c-4308-adc3-1eafd2da5f6f,2023,The Ultimate Modern Morgan and Peace Silver Dollar Collection,Morgan Silver Dollar,,Proof,$229.00,1,,The invoice specifies 'Peace Silver $'. Per the provided dic,invoices/queue/447bd98a-8ac8-47e3-9734-25ed3335bad9_Scan_20260129 (61).pdf,
2,Looks like a SET — confirm if individual coin or set record,22f3e94e-5268-4e03-9717-6a1bbd6fe529,2023,The Ultimate Modern Morgan and Peace Silver Dollar Collection,Peace Dollar,,Ungraded,0.00,1,,Shipment # 4 of The Ultimate Modern Morgan and Peace Silver ,invoices/queue/904e0148-d1e2-4c64-8805-1d9552feda7e_Scan_20260129 (61).pdf,
2,Looks like a SET — confirm if individual coin or set record,76b5183c-bb0b-41b7-aa8e-a073b63e2179,2023,The Ultimate Modern Morgan and Peace Silver Dollar Collection,Peace Dollar,,Uncirculated,$229.00,1,,Shipment #2.,invoices/queue/626d253b-81c9-474b-a31a-97e08accb325_Scan_20260129 (64).pdf,
2,Looks like a SET — confirm if individual coin or set record,a2dae2c3-a342-48de-9a5a-ba6cbbe7ea69,2023,The Ultimate Modern Morgan and Peace Silver Dollar Collection,Morgan Silver Dollar,,Uncirculated,$229.00,1,,Part of 'The Ultimate Modern Morgan and Peace Silver Dollar ,invoices/queue/085974cc-279b-4a78-9c73-b8f5b9dcb14c_Scan_20260129 (63).pdf,
2,Looks like a SET — confirm if individual coin or set record,f7bf3cfc-c7bf-4d32-bc3a-e3b88f5f29f7,2023,The Ultimate Modern Morgan and Peace Silver Dollar Collection,Peace Dollar,,Proof,Pending,1,,Shipped as part of Shipment #4.,invoices/queue/9d45e0fe-a47e-47fb-85a2-d87deefff383_Scan_20260129 (61).pdf,
2,Looks like a SET — confirm if individual coin or set record,0d0b22fc-fb75-4e94-a7bd-58bf1b67f4d0,1942,The World War II U.S. Coin Collection,Lincoln Cent,S,Ungraded,$0.00,1,,"Individual item cost not specified, as it is part of a colle",invoices/queue/78e15b92-f087-4fd8-9d68-45f0392527e3_Scan_20260129 (59).pdf,
2,Looks like a SET — confirm if individual coin or set record,1c711f85-1fd1-4281-892a-8064f518b378,1942,The World War II U.S. Coin Collection,Kennedy Half Dollar,S,Ungraded,$0.00,1,,"Individual item cost not specified, as it is part of a colle",invoices/queue/78e15b92-f087-4fd8-9d68-45f0392527e3_Scan_20260129 (59).pdf,
2,Looks like a SET — confirm if individual coin or set record,8be6d1b3-d519-48db-a597-373f70923e9b,1942,The World War II U.S. Coin Collection,Washington Quarter,S,Ungraded,$0.00,1,,"Individual item cost not specified, as it is part of a colle",invoices/queue/78e15b92-f087-4fd8-9d68-45f0392527e3_Scan_20260129 (59).pdf,
2,Looks like a SET — confirm if individual coin or set record,95ea9944-d446-4902-8528-7fdc824b23c2,1942,The World War II U.S. Coin Collection,Roosevelt Dime,S,Ungraded,$0.00,1,,"Individual item cost not specified, as it is part of a colle",invoices/queue/78e15b92-f087-4fd8-9d68-45f0392527e3_Scan_20260129 (59).pdf,
2,Looks like a SET — confirm if individual coin or set record,a4ecaf6a-d505-4327-8107-0b5a903e9685,1942,The World War II U.S. Coin Collection,Jefferson Nickel,S,Ungraded,$0.00,1,,"Individual item cost not specified, as it is part of a colle",invoices/queue/78e15b92-f087-4fd8-9d68-45f0392527e3_Scan_20260129 (59).pdf,
2,Looks like a SET — confirm if individual coin or set record,0f60961c-e8ef-4313-80d5-5b6c3e421326,1934,Time Capsule Year Set,5-Coin Set,,Circulated,$138.00,1,,Taxable Item,invoices/queue/374c26cd-9ec7-41d4-8cb2-2ecd4437403a_Scan_20260129 (43).pdf,
2,Looks like a SET — confirm if individual coin or set record,be4cd764-bef8-44c8-a722-ecc8755cca78,1935,Time Capsule Year Set,Mixed US Coin Set,,Circulated,$102.00,1,,This item is a 5-coin year set. Specific denominations and m,invoices/queue/edde24eb-cb59-48ec-a06b-b010de92c904_Scan_20260129 (46).pdf,
2,Looks like a SET — confirm if individual coin or set record,fcc072f1-7848-49bc-9912-9a0542897c05,1936,Time Capsule Year Set,5-Coin Set,,Circulated,$101.00,1,,"Includes typical US coins for 1936: Lincoln Cent, Buffalo Ni",invoices/queue/bf45d498-a609-4947-a9bc-4c4ce60a94e9_Scan_20260129 (48).pdf,
2,Looks like a SET — confirm if individual coin or set record,f4db515b-c4d0-4c2a-8bbe-2072b091fa67,1937,Time Capsule Year Set,5-Coin Set,,Circulated,$131.00,1,,Taxable Item,invoices/queue/374c26cd-9ec7-41d4-8cb2-2ecd4437403a_Scan_20260129 (43).pdf,
2,Looks like a SET — confirm if individual coin or set record,42fa434c-53a9-4fd1-ab89-93b4e8ddb8eb,1938,Time Capsule Year Set,5-Coin Set,,Circulated,$179.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,708a25f4-5cfc-46cd-a416-13adea5bedd0,1942,Time Capsule Year Set,Mixed US Coin Set,,Circulated,$99.00,1,,This item is a 5-coin year set. Specific denominations and m,invoices/queue/edde24eb-cb59-48ec-a06b-b010de92c904_Scan_20260129 (46).pdf,
2,Looks like a SET — confirm if individual coin or set record,1b57264c-cf7e-4571-9b0a-8b8e18e8e764,1947,Time Capsule Year Set,"5-Coin Set (Lincoln Cent, Jefferson Nickel, Roosevelt Dime, Washington Quarter, Walking Liberty Half Dollar)",,Circulated,$121.00,1,,Inferred denominations for a 5-coin US set of this year.,invoices/queue/6906eb5a-5a7e-4dc9-b5cb-a097346931b1_Scan_20260129 (42).pdf,
2,Looks like a SET — confirm if individual coin or set record,78e6773b-cf88-41bf-842c-5930b402bcae,1948,Time Capsule Year Set,5-Coin Set,,Circulated,$170.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,ec9e9bad-452a-4698-97d2-f0f9fc636a52,1949,Time Capsule Year Set,Mixed US Coin Set,,Circulated,$112.00,1,,5-Coin set,invoices/queue/28e619b3-f54e-4194-b212-51930edf3c84_Scan_20260129 (45).pdf,
2,Looks like a SET — confirm if individual coin or set record,e693a6cc-c32a-41e4-a720-771b478c2471,1950,Time Capsule Year Set,5-Coin Set,,Circulated,$167.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,4b438eca-39de-442e-abe9-017d58bc65f4,1951,Time Capsule Year Set,5-Coin Set,,Circulated,$135.00,1,,Taxable Item,invoices/queue/374c26cd-9ec7-41d4-8cb2-2ecd4437403a_Scan_20260129 (43).pdf,
2,Looks like a SET — confirm if individual coin or set record,ef7db115-b3a0-4f6c-b7e3-31681a18392b,1952,Time Capsule Year Set,"5-Coin Set (Lincoln Cent, Jefferson Nickel, Roosevelt Dime, Washington Quarter, Franklin Half Dollar)",,Circulated,$109.00,1,,Inferred denominations for a 5-coin US set of this year.,invoices/queue/6906eb5a-5a7e-4dc9-b5cb-a097346931b1_Scan_20260129 (42).pdf,
2,Looks like a SET — confirm if individual coin or set record,94d79283-e765-4513-af62-ac6316fe9107,1953,Time Capsule Year Set,Mixed US Coin Set,,Circulated,$96.00,1,,5-Coin set,invoices/queue/28e619b3-f54e-4194-b212-51930edf3c84_Scan_20260129 (45).pdf,
2,Looks like a SET — confirm if individual coin or set record,f53a7f5a-a2e6-4e8a-afa8-f4844071e9ef,1955,Time Capsule Year Set,5-Coin Set,,Circulated,$185.00,1,,,,
2,Looks like a SET — confirm if individual coin or set record,498fb5a4-54d5-4aad-b945-250b1d90c7df,1956,Time Capsule Year Set,5-Coin Set,,Circulated,$132.00,1,,Taxable Item,invoices/queue/374c26cd-9ec7-41d4-8cb2-2ecd4437403a_Scan_20260129 (43).pdf,
2,Looks like a SET — confirm if individual coin or set record,f958e79e-91eb-49ee-96c7-913ee28fbfaa,1957,Time Capsule Year Set,"5-Coin Set (Lincoln Cent, Jefferson Nickel, Roosevelt Dime, Washington Quarter, Franklin Half Dollar)",,Circulated,$109.00,1,,Inferred denominations for a 5-coin US set of this year.,invoices/queue/6906eb5a-5a7e-4dc9-b5cb-a097346931b1_Scan_20260129 (42).pdf,
2,Looks like a SET — confirm if individual coin or set record,0f8cfb3d-72a4-4b74-b3cf-947e657ddcda,1958,Time Capsule Year Set,Mixed US Coin Set,,Circulated,$94.50,1,,5-Coin set,invoices/queue/28e619b3-f54e-4194-b212-51930edf3c84_Scan_20260129 (45).pdf,
2,Looks like a SET — confirm if individual coin or set record,8dce0b7a-e303-41c3-b449-ffadf818cc9e,1960,Time Capsule Year Set,Mixed US Coin Set,,Circulated,$93.00,1,,5-Coin set,invoices/queue/28e619b3-f54e-4194-b212-51930edf3c84_Scan_20260129 (45).pdf,
2,Looks like a SET — confirm if individual coin or set record,882bd16b-8e35-4317-b0ac-9ac3e183cb3f,1961,Time Capsule Year Set,5-Coin Set,,Circulated,$91.50,1,,"Includes typical US coins for 1961: Lincoln Cent, Jefferson ",invoices/queue/bf45d498-a609-4947-a9bc-4c4ce60a94e9_Scan_20260129 (48).pdf,
2,Looks like a SET — confirm if individual coin or set record,6da80064-a092-43ba-9ae7-74802ee6c7f1,1963,Time Capsule Year Set,5-Coin Set,,Circulated,$91.50,1,,,invoices/queue/a9cd760f-4192-4e40-bad9-0af3b3e4ff71_Scan_20260129 (44).pdf,
2,Looks like a SET — confirm if individual coin or set record,c4822c01-ae7f-4de6-b345-9a756dbb3e9e,1964,Time Capsule Year Set,,,Circulated,$29.95,1,,5 Coins,gs://studio-9101802118-8c9a8-uploads/invoices/598882a2-f591-4eea-aa3f-d763d274189a_1769971001_Scan_20260128 (14).pdf,
2,Looks like a SET — confirm if individual coin or set record,0dcc6dd6-5548-4798-91f7-723c4c6b66b1,1976,U.S. Bicentennial,1 Dollar,D,UNC 63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
2,Looks like a SET — confirm if individual coin or set record,182302cc-8ada-4fd8-a00f-64c463831c31,1976,U.S. Bicentennial,1 Dollar,D,MS-63,$31.35,1,,1971-1978 Eisenhower Dollar Set with Album,,
