Year,Denomination,Program/Series,Mint Mark,Count_Missing,Count_Has_Image
1936,Half Dollar,Liberty Walking Half Dollar,S,0,1
1965,Roosevelt Dime,Roosevelt Dime,P,0,1
2021,Jefferson Nickel,Jefferson Nickel,S,0,1
1915,Barber Silver Dimes,Barber Dimes,S,0,1
2003,1 Dollar,Sacagawea Dollar,S,0,1
2006,1 Dollar,Sacagawea Dollar,P,0,1
1932,Quarter,Washington Silver Quarter,S,0,1
1941,Quarter,Washington Silver Quarter,,0,1
2017,Kennedy Half Dollar,Kennedy Half Dollar,D,0,1
1876,Quarter,Liberty Seated,,0,1
1997,Dime,Roosevelt Dimes,P,0,1
2011,Dollar,American Eagle,,0,1
2009,Penny,Lincoln Head Penny,D,0,2
1940,Quarter,Washington Silver Quarter,D,0,1
1927,Half Dollar,Walking Liberty Half Dollar,S,0,1
1919,Penny,Lincoln Wheat Cent,,0,2
2001,Kennedy Half Dollar,Unknown,P,0,2
1987,Dime,Roosevelt Dime,D,0,1
2003,Roosevelt Dime,Roosevelt Dime,D,0,1
1844,Half Dollar,Liberty Seated,,0,1
1891,Dollar,Morgan Silver Dollar,CC,0,1
1886,1 Dollar,Morgan Silver Dollars,O,0,1
1946,Walking Liberty Half Dollar,The Half Dollar Club Selection,,0,1
2023,Kennedy Half Dollar,Unknown,D,0,1
2022,Dime,Roosevelt Dimes,S,0,1
1931,Penny,Lincoln Cent Series,D,0,1
2021,Native American Dollar,Native American Dollar Program,P,0,1
1962,Penny,Lincoln Head Penny,,0,2
1976,Penny,Lincoln Head Penny,D,0,1
1910,Half Dollar,Barber,S,0,1
1953,Penny,Lincoln Head Cent,S,0,1
1968,Penny,Lincoln Cent,D,0,1
1969,Quarter,Washington Quarter,,0,1
1921,$1,Morgan Silver Dollar,"P, D, S",0,1
2001,Quarter,50 State Quarters,S,0,1
1938,Capped Bust Silver Quarter,Unknown,,0,1
1861,Half Dollar,Seated Liberty,O,0,1
1880,1 Dollar,Morgan Silver Dollars,S,0,1
2004,Dime,Roosevelt Dimes,S,0,2
1853,Large Cent,Braided Hair Large Cents,,0,1
1852,Dime,Liberty Seated Silver Dime,,0,1
1980,Quarter,Washington Silver Quarter,S,0,1
1890,Unknown,Unknown,,0,1
1928,Dollar,Peace Dollar,,0,1
1849,Liberty Seated Dime,Liberty Seated,,0,1
1880,1 Dollar,Morgan Silver Dollar,,0,1
1941,Half Dollar,Liberty Walking Half Dollar,S,0,1
1918,Quarter,Standing Liberty Silver Quarter,S,0,1
1954,Quarter,Washington Silver Quarter,S,0,1
1941,Half Dollar,Walking Liberty Half Dollar,,0,1
1972,Kennedy Half Dollar,Kennedy Half Dollar,,0,1
1985,Kennedy Half Dollar,Unknown,S,0,1
1984,Quarter,Washington Silver Quarter,S,0,1
1958,Nickel,Jefferson Nickel Series,D,0,2
1834,Capped Bust Silver Half Dollar,Capped Bust Half Dollar,,0,3
1982,Penny,Lincoln Cent,,0,1
2021,1 Dollar,Native American Dollar,P,0,2
1916,Nickel,Buffalo Nickel,S,0,1
1938,Dime,Mercury Dime,S,0,1
1982,Quarter,Washington Silver Quarter,P,0,1
1900,25 Cents,Barber Silver Quarters,S,0,1
2018,Quarter,America the Beautiful Quarters,S,0,1
1987,Dime,Roosevelt Dimes,P,0,1
1844,Nickel,Stars,,0,1
1912,Penny,Lincoln Cent Series,S,0,1
1957,Dime,Roosevelt Dimes,D,0,2
1871,Dollar,Liberty Seated,,0,1
1944,Penny,Lincoln Wheat Cent Series,,0,1
2019,Kennedy Half Dollar,Kennedy Half Dollar Series,P,0,2
1867,Nickel,Shield Nickel,,0,2
1940,Quarter,Washington Silver Quarter,S,0,1
1921,Dime,Mercury Dime,S,0,1
1944,Penny,Lincoln Wheat Cent,,0,1
1910,Penny,Lincoln Cent Series,,0,1
1929,Penny,Lincoln Cent,D,0,1
1971,Penny,Lincoln Cent,,0,1
1950,Nickel,Jefferson Nickel,D,0,1
1892,$1,Morgan Dollar,S,0,1
1992,Quarter,Washington Quarter,S,0,1
1948,Dime,Roosevelt Dimes,,0,1
1945,Penny,Lincoln Head Penny,D,0,1
Unknown,$1,Celebrating America Coin Collection,,0,1
1998,Dollar,American Eagle,P,0,1
1860,Half Dollar,Liberty Seated,S,0,1
1993,Jefferson Nickel,The U.S. Nickel Collection,,0,1
1958,Dime,Roosevelt Dimes,D,0,1
1984,Dime,Roosevelt Dimes,S,0,1
1897,Half Dollar,Barber,,0,1
1993,Quarter,Washington Silver Quarter,D,0,1
1995,Quarter,Washington Silver Quarter,P,0,1
1981,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
1929,Penny,Lincoln Head Cent,,0,1
2015,Roosevelt Dime,Roosevelt Dime,S,0,1
1908,Half Dollar,Barber,S,0,1
1864,Kennedy Half Dollar,Kennedy Half Dollar,,0,1
1979,Susan B. Anthony Dollar,Susan B. Anthony Dollar,D,0,1
1898,Half Dollar,Barber,,0,1
2016,Quarter,National Park Quarters,P,0,1
1990,Quarter,Washington Silver Quarter,P,0,1
2020,Quarter,National Park Quarters,D,0,3
2018,Dollar,American Eagle Silver Dollar,,0,1
1975,Penny,Lincoln Cent,,0,1
2005,Kennedy Half Dollar,Kennedy Half Dollar Series,P,0,1
1979,Penny,Lincoln Cent,D,0,2
2021,Quarter,National Park Quarters,P,0,1
2022,Dollar,American Eagle,,0,2
1907,Half Dollar,Barber,D,0,1
1955,Quarter,Washington Silver Quarter,,0,3
1968,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,1
1898,25 Cents,Barber Silver Quarters,O,0,1
2013,Dime,Roosevelt Dimes,D,0,1
1936,Nickel,Buffalo / Native American,S,0,1
1985,Dime,Roosevelt Dimes,S,0,2
1998,Dollar,American Eagle,,0,1
1939,Penny,Lincoln Wheat Cent Series,,0,2
1933,Penny,Lincoln Wheat Cent Series,,0,2
1930,Penny,Lincoln Head Penny,S,0,2
1922,Penny,Lincoln Cent Series,,0,1
2013,Dime,Roosevelt Dimes,P,0,1
1918,Penny,Lincoln Wheat Cent,,0,1
1956,Penny,Lincoln Wheat Cent Series,,0,1
1871,Nickel,Unknown,S,0,1
1977,Penny,Lincoln Cent,S,0,1
1964,Dime,Roosevelt Dime Series,,0,1
1971,1 Dollar,Eisenhower Dollar,,0,1
1912,Half Dollar,Barber,,0,1
2017,Kennedy Half Dollar,Kennedy Half Dollar,P,0,1
1998,Penny,Lincoln Cent,D,0,1
1874,Half Dollar,Liberty Seated,,0,1
1950,Dime,Roosevelt Dime,,0,1
1908,Half Dollar,Barber,,0,1
2023,Quarter,American Women Quarters,S,0,3
1904,Dime,Barber Series,Pending,0,1
2020,Dollar,American Eagle,,0,2
1834,Penny,Matron Head Large Cent,,0,1
1850,Quarter,Liberty Seated,O,0,1
1929,Dime,Mercury Dime,,0,2
1884,1 Dollar,Morgan Dollar,S,0,1
1958,Nickel,Jefferson Nickel,P,0,1
1875,20 Cents,20 Cent Piece,,0,1
2008,Quarter,State and Territory Quarters,P,0,5
1953,Dime,Roosevelt Dimes,,0,1
1897,1 Dollar,Morgan Silver Dollars,S,0,1
1930,Quarter,Standing Liberty Silver Quarter,S,0,2
Unknown,Dime,Roosevelt Dimes,,0,1
1947,Penny,Lincoln Cent Series,,0,1
1980,Susan B. Anthony Dollar,Susan B. Anthony Dollar,D,0,1
1896,Indian Head Cent,Unknown,,0,1
1961,Penny,Lincoln Cent,D,0,1
1869,Liberty Seated Silver Half Dollar,Liberty Seated Half Dollar,Motto,0,1
2005,Dollar,American Eagle,W,0,1
1963,Dime,Roosevelt Dimes,D,0,3
2018,Roosevelt Dime,Roosevelt Dime,S,0,1
1945,Dime,Mercury Dime,S,0,2
1878,1 Dollar,Trade Dollar,S,0,1
1981,Penny,Lincoln Cent,D,0,1
1917,Half Dollar,Liberty Walking Half Dollar,S,0,2
2008,1 Dollar,Sacagawea Dollar,S,0,1
1931,Penny,Lincoln Head Penny,,0,1
1979,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
2017,1 Dollar,Native American Dollar,D,0,1
1886,1 Dollar,Morgan Silver Dollars,P,0,1
1911,Dime,Barber Dimes,D,0,1
1961,Quarter,Washington Silver Quarter,,0,2
1935,Dime,Mercury Dime,D,0,1
1923,Quarter,Standing Liberty Silver Quarter,S,0,1
1942,Cent,Lincoln Wheat Cent,,0,2
2007,$1,Presidential Dollars,S,0,4
1980,Dime,Roosevelt Dimes,S,0,1
1945,Nickel,Jefferson Nickel Series,S,0,2
1950,Half Dollar,Franklin Half Dollar,D,0,3
2024,Native American Dollar,Native American Dollar,D,0,1
1889,Quarter,Liberty Seated,,0,1
2022,Kennedy Half Dollar,Kennedy Half Dollar Series,S,0,1
2022,Quarter,American Women Quarters Program,,0,1
1912,Dime,Barber Series,Pending,0,2
1955,Dime,Roosevelt Dimes,D,0,1
1942,Washington Quarter,The World War II U.S. Coin Collection,S,0,1
2004,Dime,Roosevelt Dimes,P,0,1
1925,Dime,Mercury Dime,,0,1
1959,Nickel,Jefferson Nickel Series,D,0,1
1982,Penny,Lincoln Cent,S,0,1
1952,Penny,Lincoln Cent,D,0,1
1928,Dollar,Peace Dollar,S,0,1
1991,Dime,Roosevelt Dimes,D,0,1
1918,Quarter,Standing Liberty Silver Quarter,D,0,1
2011,Dime,Roosevelt Dimes,S,0,2
1964,Dime,Roosevelt Silver Dime,,0,1
1909,Dime,Barber Series,Pending,0,1
1952,Cent,Lincoln Wheat Cent,,0,1
2000,Kennedy Half Dollar,Kennedy Half Dollar Series,P,0,1
1913,Penny,Lincoln Cent Series,S,0,1
1917,Dime,Mercury Dime,,0,1
1924,Roosevelt Dime,Mercury Dime,S,0,1
1884,Morgan Silver Dollar,Morgan Silver Dollar,CC,0,1
2021,Quarter,National Park Quarters,D,0,1
1919,Dime,Mercury Dime,,0,1
1882,Dime,Liberty Seated Silver Dime,,0,1
1935,Cent,Lincoln Wheat Cent,,0,2
1877,Unknown,Unknown,,0,1
1927,Penny,Lincoln Wheat Cent Series,,0,2
1919,Quarter,Standing Liberty Silver Quarter,,0,1
1872,Dime,Liberty Seated Silver Dime,,0,1
1970,Quarter,Washington Silver Quarter,,0,1
1886,Unknown,Unknown,,0,1
2016,Quarter,National Park Quarters,S,0,3
1929,1 Dime,Mercury Silver Dime,D,0,1
1857,Nickel,Stars,,0,1
1947,Nickel,Unknown,,0,1
2021,Dime,Roosevelt Dimes,D,0,1
1929,Penny,Lincoln Head Penny,S,0,1
1910,Penny,Lincoln Wheat Cent,S,0,1
1900,Dime,Barber Series,Pending,0,1
1910,Nickel,Liberty Head Nickel,S,0,1
1928,Penny,Lincoln Wheat Cent,,0,1
1899,25 Cents,Barber Silver Quarters,S,0,1
1854,Quarter,Liberty Seated,,0,1
2000,Dollar,American Eagle,,0,1
2017,Quarter,America the Beautiful Quarters,S,0,2
1989,Quarter,Washington Silver Quarter,D,0,1
1945,Washington Quarter,Unknown,S,0,2
1946,Penny,Lincoln Head Penny,,0,1
1999,Dime,Roosevelt Dimes,D,0,1
1995,Quarter,Washington Silver Quarter,S,0,1
1900,1 Dollar,Morgan Silver Dollars,O,0,1
1980,Penny,Lincoln Cent,S,0,1
1950,Quarter,Washington Silver Quarter,,0,2
1891,$1,Morgan Silver Dollar,CC,0,2
1893,Nickel,Liberty Head Nickel,,0,1
1923,Quarter,Standing Liberty Silver Quarter,,0,1
1998,Quarter,Washington Silver Quarter,P,0,1
1932,Quarter,Washington Silver Quarter,,0,1
1945,Half Dollar,Liberty Walking Half Dollar,S,0,1
1940,Penny,Lincoln Wheat Cent Series,,0,1
2010,Dime,Roosevelt Dimes,S,0,2
2002,Penny,Lincoln Head Penny,,0,1
1919,Penny,Lincoln Head Penny,S,0,1
2006,Nickel,Return to Monticello,S,0,1
1974,Dime,Roosevelt Dimes,S,0,1
1948,Penny,Lincoln Head Cent,,0,1
2002,Kennedy Half Dollar,Kennedy Half Dollar,P,0,1
1893,1 Dollar,Morgan Silver Dollars,,0,1
1925,Nickel,The U.S. Nickel Collection,,0,1
1941,Nickel,Jefferson Nickel Series,S,0,1
1868,Nickel,Shield Nickel,,0,1
1909,Unknown,Unknown,,0,1
1999,Susan B. Anthony Dollar,Susan B. Anthony Dollar,D,0,2
1884,1 Dollar,Morgan Silver Dollars,O,0,1
1866,Nickel,Three-Cent Nickel,P,0,1
1904,Penny,Indian Head Cent,,0,1
1940,Half Dollar,Walking Liberty Half Dollar,,0,1
1990,Dollar,American Eagle,,0,1
2023,Morgan Silver Dollar,Proof,,0,1
1991,Dollar,American Eagle,,0,1
1970,Penny,Lincoln Cent Series,S,0,1
1974,Quarter,Washington Silver Quarter,,0,1
2024,Roosevelt Dime,Unknown,D,0,1
1921,Half Dollar,Liberty Walking Half Dollar,P,0,1
1958,Roosevelt Dime,Roosevelt Dime,P,0,1
1969,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,1
1913,Penny,Lincoln Wheat Cent Series,S,0,1
1872,Unknown,Unknown,,0,1
1940,Nickel,Jefferson Nickel,,0,1
1895,Dime,Barber Series,S,0,1
2023,Quarter,US Women's Quarters,P,0,2
2014,Kennedy Half Dollar,Kennedy Half Dollar Series,S,0,1
1928,Penny,Lincoln Wheat Cent Series,,0,2
1948,Penny,Lincoln Wheat Cent Series,,0,1
1934,Half Dollar,Liberty Walking Half Dollar,P,0,1
1978,Kennedy Half Dollar,Kennedy Half Dollar,,0,1
1991,Dollar,American Eagle,S,0,1
1951,Penny,Lincoln Cent,D,0,1
1929,Penny,Lincoln Wheat Cent,,0,1
1927,Penny,Lincoln Head Penny,D,0,1
1870,Half Dollar,Liberty Seated,,0,1
1961,Quarter,Washington Quarter,,0,1
1977,Dollar,Eisenhower Dollar,S,0,2
1985,Kennedy Half Dollar,Kennedy Half Dollar Series,S,0,1
2010,Dollar,American Eagle,W,0,1
1915,$10,Indian Head Gold Eagle,,0,1
1923,Dime,Mercury Dime,,0,1
1886,Dime,Liberty Seated Silver Dime,,0,1
1917,Half Dollar,Liberty Walking Half Dollar,P,0,1
1879,Dollar,Morgan Silver Dollar,S,0,1
1900,$1,Morgan Silver Dollar,O & CC,0,2
1873,Unknown,Unknown,,0,1
1829,Capped Bust Half Dollar,Capped Bust Half Dollar,,0,1
1942,Roosevelt Dime,The World War II U.S. Coin Collection,S,0,1
1991,Dime,Roosevelt Dimes,P,0,1
1877,Quarter,Liberty Seated,S,0,1
2006,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,1
1863,Half Dollar,Liberty Seated,S,0,1
1910,Half Dollar,Barber,,0,1
1919,Half Dollar,Liberty Walking Half Dollar,D,0,1
1993,Kennedy Half Dollar,Kennedy Half Dollar,D,0,1
1977,Quarter,Washington Silver Quarter,S,0,1
1948,Quarter,Unknown,,0,1
1927,Penny,Lincoln Wheat Cent,,0,1
1999,Penny,Lincoln Memorial Cent,S,0,1
1938,Penny,Lincoln Cent Series,,0,1
2014,Dime,Roosevelt Dimes,S,0,2
1916,Penny,Lincoln Cent,D,0,1
1820,Capped Bust Silver Half Dollar,Capped Bust Half Dollar,,0,2
1948,Dime,Roosevelt Dimes,D,0,1
1894,Unknown,Unknown,,0,1
1887,Half Dollar,Liberty Walking Half Dollar,P,0,1
1954,Dime,Roosevelt Dimes,D,0,2
2024,Native American Dollar,Native American Dollar,P,0,1
2014,Penny,Lincoln Head Penny,,0,1
1973,Kennedy Half Dollar,Kennedy Half Dollar,,0,1
1993,Penny,Lincoln Head Penny,,0,1
2019,Dime,Roosevelt Dimes,S,0,1
1860,Quarter,Liberty Seated,,0,1
1960,Dime,Roosevelt Dimes,D,0,1
1911,Dime,Barber Series,Pending,0,1
1918,Penny,Lincoln Cent,,0,2
1960,Half Dollar,Franklin Half Dollar,D,0,1
2008,Dime,Roosevelt Dimes,P,0,1
1862,Dime,Liberty Seated Silver Dime,,0,1
2010,Dollar,American Eagle,,0,1
2019,1 Dollar,Native American Dollar,P,0,1
1987,Dime,Roosevelt Dimes,S,0,1
1921,$1,Morgan Dollar,,0,1
2012,$1,Presidential $1 Coins,D,0,1
1956,Nickel,Jefferson Nickel,,0,1
1939,Nickel,Jefferson Nickels,P,0,1
1929,Penny,Lincoln Cents,S,0,1
1915,Penny,Lincoln Wheat Cent Series,S,0,1
1977,Dime,Roosevelt Dimes,D,0,1
2016,Dime,Roosevelt Dimes,S,0,2
1880,Dollar,Morgan Silver Dollar,CC,0,1
1962,Cent,Lincoln Memorial Cent,,0,1
1902,Dime,Barber Series,Pending,0,1
1936,Half Dollar,Walking Liberty Half Dollar,D,0,1
1957,Dime,Roosevelt Dimes,,0,1
1994,Penny,Lincoln Cent,,0,1
1943,Nickel,Jefferson Nickel Series,P,0,1
1967,Penny,Lincoln Cent,,0,1
1960,Nickel,Jefferson Nickel,,0,2
1906,Nickel,Liberty Head Nickel,,0,1
1866,Half Dollar,Liberty Seated,,0,1
1833,Half Dime,Capped Bust,,0,1
1852,Large Cent,Braided Hair Large Cents,,0,1
2022,$1,Native American Dollar,D,0,1
1952,Penny,Lincoln Cent Series,S,0,1
1938,Penny,Lincoln Wheat Cent,,0,1
1999,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,1
1989,Kennedy Half Dollar,Kennedy Half Dollar,P,0,1
1927,1 Dime,Mercury Silver Dime,S,0,1
1861,Quarter,Liberty Seated,,0,1
2019,Quarter,America the Beautiful Quarters,D,0,1
2012,Dime,Roosevelt Dimes,P,0,1
2017,Dime,Roosevelt Dimes,S,0,2
1900,1 Dollar,Morgan Silver Dollars,P,0,1
1931,Nickel,Buffalo Nickel,,0,1
1962,Quarter,Washington Quarter,,0,1
1887,Dime,Liberty Seated Silver Dime,,0,1
1981,Quarter,Washington Silver Quarter,S,0,1
1893,Dollar,Morgan Silver Dollar,S,0,1
1948,Quarter,Washington Silver Quarter,,0,1
1922,Penny,Lincoln Cent,,0,1
2015,Penny,Lincoln Shield Cent,D,0,1
1944,Half Dollar,Liberty Walking Half Dollar,P,0,1
1976,Dime,Roosevelt Dimes,D,0,1
1934,Half Dollar,Walking Liberty Half Dollar,,0,1
2006,Half Dollar,Founding Father Commemorative,P,0,1
1939,Quarter,Washington Silver Quarter,,0,1
1970,Dime,Roosevelt Dimes,D,0,1
1853,Dime,Liberty Seated Silver Dime,,0,1
1922,Penny,Lincoln Wheat Cent Series,,0,2
1878,Unknown,Unknown,,0,1
1962,Penny,Lincoln Head Penny,D,0,1
2013,Dollar,American Eagle,W,0,2
1843,Quarter,Liberty Seated,O,0,1
1919,Half Dollar,Liberty Walking Half Dollar,S,0,1
1914,Penny,Lincoln Wheat Cent,S,0,1
2012,Kennedy Half Dollar,Kennedy Half Dollar Series,S,0,2
1991,Penny,Lincoln Cent,D,0,1
1978,Dollar,Eisenhower Dollar,D,0,2
1856,Nickel,Stars,,0,1
1960,Quarter,Washington Silver Quarter,D,0,1
2018,1 Dollar,American Innovation Dollars,S,0,1
1995,Dollar,American Eagle,P,0,1
1940,Penny,Lincoln Cent,S,0,1
1911,Dime,Barber Series,S,0,1
2013,Dime,Roosevelt Dimes,S,0,2
1987,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
1913,Half Dollar,Barber,,0,1
1925,Nickel,Buffalo Nickel,S,0,1
1997,Dollar,American Eagle,P,0,1
1909,Penny,Lincoln Head Penny,,0,3
2005,1 Dollar,Sacagawea Dollar,P,0,1
1992,Kennedy Half Dollar,Kennedy Half Dollar Series,S,0,1
1982,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
1936,Quarter,Washington Quarter,,0,1
1872,Nickel,Unknown,,0,1
1947,Nickel,Jefferson Nickel,,0,1
1873,Nickel,Unknown,,0,2
1977,Kennedy Half Dollar,Kennedy Half Dollar,,0,1
1860,Half Dollar,Liberty Seated,,0,1
1939,Penny,Lincoln Head Penny,S,0,1
2025,Dime,Roosevelt Dime,D,0,2
1949,Quarter,Washington Quarter,,0,2
1994,Quarter,Washington Silver Quarter,P,0,1
2016,Kennedy Half Dollar,Kennedy Half Dollar,D,0,1
1881,1 Dollar,Morgan Silver Dollars,P,0,1
1912,Half Dollar,Barber,D,0,1
1983,Kennedy Half Dollar,Kennedy Half Dollar,D,0,1
2016,Dollar,American Eagle Silver Dollar,,0,1
1917,Dime,Mercury Dime,D,0,1
1902,25 Cents,Barber Silver Quarters,O,0,1
1969,Quarter,Washington Silver Quarter,D,0,1
2023,American Silver Eagle Dollar,American Eagle Silver Dollar,,0,1
1898,Penny,Indian Head Cent,,0,1
1981,Quarter,Washington Silver Quarter,P,0,1
1942,Jefferson Nickel,The World War II U.S. Coin Collection,S,0,1
1928,Penny,Unknown,D,0,1
1897,25 Cents,Barber Silver Quarters,D,0,1
1974,1 Dollar,Eisenhower Dollar,,0,1
1958,Penny,Lincoln Memorial Cent,S,0,1
1915,Penny,Lincoln Head Penny,,0,1
1920,Penny,Lincoln Cent Series,D,0,1
1969,Quarter,Washington Silver Quarter,S,0,1
1916,Barber Silver Dimes,Barber Dimes,P,0,1
1938,Penny,Lincoln Head Penny,,0,1
2017,Penny,Lincoln Head Penny,D,0,1
1986,Penny,Lincoln Memorial Cent,S,0,1
1991,Quarter,Washington Silver Quarter,P,0,1
2021,$1,American Eagle Silver Dollar,,0,1
1907,Penny,Indian Head Cent,,0,1
1957,Penny,Lincoln Cent,,0,2
1875,Quarter,Liberty Seated,,0,1
1972,Quarter,Washington Silver Quarter,S,0,1
1973,Kennedy Half Dollar,Kennedy Half Dollar,D,0,1
1885,$1,Morgan Silver Dollar,CC,0,2
1875,Quarter,Liberty Seated,S,0,1
1984,Penny,Lincoln Cent Series,D,0,1
1824,Penny,Matron Head Large Cent,,0,1
1879,1 Dollar,Morgan Silver Dollars,P,0,1
1946,Quarter,Washington Silver Quarter,S,0,1
2016,Dime,Roosevelt Dimes,P,0,1
1937,Penny,Lincoln Cent Series,D,0,1
1995,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,1
1983,Dime,Roosevelt Dimes,D,0,1
1916,Penny,Lincoln Cent,,0,2
1876,Nickel,Shield Nickel,,0,1
1825,Half Cent,Classic Head,,0,1
1991,Kennedy Half Dollar,Kennedy Half Dollar Series,S,0,1
1979,Quarter,Washington Silver Quarter,D,0,1
1981,Dime,Roosevelt Dimes,D,0,1
1892,Half Dollar,Barber,O,0,1
1944,Penny,Lincoln Head Penny,S,0,1
1974,Quarter,Washington Silver Quarter,D,0,1
1842,Half Dollar,Liberty Seated,,0,2
2002,Kennedy Half Dollar,Kennedy Half Dollar Series,P,0,1
2020,Dime,Roosevelt Dimes,P,0,1
1984,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,1
1970,Penny,Lincoln Head Penny,,0,1
1917,Dime,Mercury Dime,S,0,2
1939,Quarter,Washington Quarter,,0,1
1948,Dime,Roosevelt Dimes,S,0,1
1941,Penny,Lincoln Wheat Cent Series,,0,1
2018,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,2
2000,1 Dollar,Sacagawea Dollar,P,0,1
2007,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
1942,Penny,Lincoln Wheat Cent Series,,0,1
1814,Capped Bust Silver Half Dollar,Capped Bust Half Dollar,,0,1
1982,Penny,Lincoln Cent Series,,0,1
2024,Dollar,U.S. Innovation Dollar,D,0,3
1945,Penny,Lincoln Wheat Cent Series,,0,1
1847,Quarter,Liberty Seated,,0,1
1981,Quarter,Washington Silver Quarter,D,0,1
1964,Dime,Roosevelt Dime,,0,2
1940,Penny,Lincoln Cent,D,0,1
2009,Dollar,American Eagle,,0,1
1924,Penny,Lincoln Wheat Cent Series,,0,2
1974,Dollar,Unknown,S,0,1
1948,Quarter,Washington Quarter,,0,1
2015,Dime,Roosevelt Dimes,D,0,1
1972,Dime,Roosevelt Dimes,S,0,1
1844,Dime,Liberty Seated Silver Dime,,0,1
1906,25 Cents,Barber Silver Quarters,O,0,1
1899,Half Dollar,Barber,S,0,1
1937,Quarter,Washington Quarter,,0,1
1947,Quarter,Washington Silver Quarter,S,0,1
1964,Roosevelt Dime,Unknown,,0,1
1986,Dime,Roosevelt Dimes,D,0,1
1939,Quarter,Washington Silver Quarter,D,0,1
2001,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
1974,Dollar,Eisenhower Dollar,,0,2
1908,Dime,Barber Series,Pending,0,1
1985,1 Dollar,Morgan Silver Dollars,S,0,1
1909,Half Dollar,Barber,,0,1
1999,Penny,Lincoln Head Penny,,0,1
1996,Kennedy Half Dollar,Kennedy Half Dollar,D,0,1
1899,1 Dollar,Morgan Silver Dollars,S,0,1
1912,$5,Indian Head Gold Half Eagle,,0,1
1904,Barber Silver Dimes,Barber Dimes,P,0,1
1906,Half Dollar,Barber,O,0,1
1914,Barber Silver Dime,Unknown,D,0,1
1924,Dollar,Peace Dollar,,0,2
1986,Quarter,Washington Silver Quarter,S,0,1
2018,1 Dollar,Native American Dollar,P,0,1
1949,Roosevelt Dime,Roosevelt Dime,,0,1
1950,Nickel,Jefferson Nickel Series,P,0,1
2019,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,1
1920,Roosevelt Dime,Mercury Dime,D,0,1
1913,25 Cents,Barber Silver Quarters,D,0,1
1938,Penny,Lincoln Cent Series,D,0,1
1935,Penny,Lincoln Cent Series,S,0,1
1916,25 Cents,Barber Silver Quarters,D,0,1
1869,Nickel,Shield Nickel,,0,1
1899,Dollar,Morgan Silver Dollar,D,0,1
1913,Penny,Lincoln Head Penny,D,0,1
1903,$5,Indian Head Gold Half Eagle,,0,1
1898,1 Dollar,Morgan Silver Dollars,O,0,1
1941,Half Dollar,Liberty Walking Half Dollar,P,0,1
1894,1 Dollar,Morgan Silver Dollars,S,0,1
1984,Dime,Roosevelt Dimes,P,0,1
1872,Half Dollar,Liberty Seated,S,0,1
1881,$1,Morgan Silver Dollar,CC,0,1
1889,Half Dollar,Liberty Walking Half Dollar,P,0,1
1991,Kennedy Half Dollar,Kennedy Half Dollar Series,D,0,1
1860,1 Cent,Indian Head Cent,,0,2
1926,$2.5,US Commemorative Gold Coinage,,0,1
1967,Dime,Roosevelt Dimes,,0,1
1983,Penny,Lincoln Cent,D,0,1
1912,25 Cents,Barber Silver Quarters,S,0,1
1963,Quarter,Washington Quarter,,0,1
1954,Cent,Lincoln Wheat Cent,,0,1
1907,Nickel,Liberty Head Nickel,,0,1
1858,Nickel,Stars,O,0,1
1916,Dime,Barber Series,S,0,1
1912,Nickel,Liberty Head Nickel,D,0,1
1925,Dollar,Peace Dollar,,0,2
1909-1958,Lincoln Cent,Lincoln Wheat Cent,,0,1
1921,Dime,Mercury Dime,,0,1
1905,Barber Silver Dimes,Barber Dimes,S,0,1
1940,Nickel,Jefferson Nickel Series,S,0,1
1928,Quarter,Standing Liberty Silver Quarter,D,0,1
2017,Native American Dollar,Native American Dollar Series,P,0,1
1915,Dime,Barber Series,Pending,0,1
2009,1 Dollar,Native American Dollar,S,0,1
1916,Dime,Mercury Dime,,0,1
1975,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
1879,1 Dollar,Morgan Silver Dollars,O,0,1
1896,1 Dollar,Morgan Silver Dollars,S,0,1
2002,Dime,Roosevelt Dimes,P,0,1
1995,Washington Quarter,Unknown,S,0,2
1837,Capped Bust Silver Dime,Capped Bust,,0,1
1954,Penny,Lincoln Head Cent,S,0,1
1853,Half Dollar,Liberty Seated,O,0,1
1927,Penny,Lincoln Cent,D,0,1
1929,Half Dollar,Walking Liberty Half Dollar,D,0,1
1939,Half Dollar,Walking Liberty Half Dollar,S,0,1
2002,Kennedy Half Dollar,Kennedy Half Dollar,S,0,1
1955,50 Cent,Franklin Half Dollar,P,0,1
1924,Nickel,Buffalo Nickel,S,0,1
2002,1 Dollar,Sacagawea Dollar,D,0,1
