doc_key,year,mint,program,subject,side,public_url,attribution,source_tier,source_label
1999_delaware_50-state-quarters_reverse,1999,,50-state-quarters,delaware,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/1999-50-state-quarters-coin-delaware-uncirculated-reverse.jpg,,2,Numista Reference Library
1999_dollar_obverse,1999,,dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/sba/1999-susan-b-anthony-dollar-obverse.jpg,,2,Numista Reference Library
1999_dollar_reverse,1999,,dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/sba/1999-susan-b-anthony-dollar-reverse.jpg,,2,Numista Reference Library
1999_georgia_50-state-quarters_reverse,1999,,50-state-quarters,georgia,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/1999-50-state-quarters-coin-georgia-uncirculated-reverse.jpg,,2,Numista Reference Library
1999_madison_commemorative_obverse,1999,,commemorative,madison,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1999-dolley-madison-commemorative-silver-one-dollar-proof-obverse.jpg,,2,Numista Reference Library
1999_madison_commemorative_reverse,1999,,commemorative,madison,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1999-dolley-madison-commemorative-silver-one-dollar-proof-reverse.jpg,,2,Numista Reference Library
1999_new-jersey_50-state-quarters_reverse,1999,,50-state-quarters,new-jersey,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/1999-50-state-quarters-coin-new-jersey-uncirculated-reverse.jpg,,2,Numista Reference Library
1999_pennsylvania_50-state-quarters_reverse,1999,,50-state-quarters,pennsylvania,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/1999-50-state-quarters-coin-pennsylvania-uncirculated-reverse.jpg,,2,Numista Reference Library
1999_washington_commemorative_obverse,1999,,commemorative,washington,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1999-george-washington-commemorative-gold-five-dollar-proof-obverse.jpg,,2,Numista Reference Library
1999_washington_commemorative_reverse,1999,,commemorative,washington,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1999-george-washington-commemorative-gold-five-dollar-proof-reverse.jpg,,2,Numista Reference Library
1999_yellowstone_commemorative_obverse,1999,,commemorative,yellowstone,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1999-yellowstone-silver-dollar-proof-obverse-2000x2000.jpg,,2,Numista Reference Library
1999_yellowstone_commemorative_reverse,1999,,commemorative,yellowstone,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/1999-yellowstone-silver-dollar-proof-reverse-2000x2000.jpg,,2,Numista Reference Library
2000_american-eagle-platinum_reverse,2000,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2000-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2000_commemorative_obverse,2000,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2000-library-of-congress-commemorative-silver-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2000_commemorative_reverse,2000,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2000-leif-ericson-icelandic-kronur-commemorative-silver-one-dollar-proof-reverse.jpg,,2,Numista Reference Library
2000_maryland_50-state-quarters_reverse,2000,,50-state-quarters,maryland,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2000-50-state-quarters-coin-maryland-uncirculated-reverse.jpg,,2,Numista Reference Library
2000_massachusetts_50-state-quarters_reverse,2000,,50-state-quarters,massachusetts,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2000-50-state-quarters-coin-massachusetts-uncirculated-reverse.jpg,,2,Numista Reference Library
2000_native-american-dollar_obverse,2000,,native-american-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/sacagawea/2000-Sacagawea-Golden-Dollar-Obverse-2.jpg,,2,Numista Reference Library
2000_native-american-dollar_reverse,2000,,native-american-dollar,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/sacagawea/2000-Sacagawea-Golden-Dollar-Reverse-2.jpg,,2,Numista Reference Library
2000_new-hampshire_50-state-quarters_reverse,2000,,50-state-quarters,new-hampshire,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2000-50-state-quarters-coin-new-hampshire-uncirculated-reverse.jpg,,2,Numista Reference Library
2000_south-carolina_50-state-quarters_reverse,2000,,50-state-quarters,south-carolina,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2000-50-state-quarters-coin-south-carolina-uncirculated-reverse.jpg,,2,Numista Reference Library
2000_virginia_50-state-quarters_reverse,2000,,50-state-quarters,virginia,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2000-50-state-quarters-coin-virginia-uncirculated-reverse.jpg,,2,Numista Reference Library
2001_american-eagle-platinum_reverse,2001,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2001-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2001_commemorative_obverse,2001,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2001-united-states-capitol-visitor-center-commemorative-silver-one-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2001_commemorative_reverse,2001,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2001-american-buffalo-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2001_kennedy-half-dollar_obverse,2001,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2001-united-states-capitol-visitor-center-commemorative-clad-half-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2001_kentucky_50-state-quarters_reverse,2001,,50-state-quarters,kentucky,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2001-50-state-quarters-coin-kentucky-uncirculated-reverse.jpg,,2,Numista Reference Library
2001_new-york_50-state-quarters_reverse,2001,,50-state-quarters,new-york,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2001-50-state-quarters-coin-new-york-uncirculated-reverse.jpg,,2,Numista Reference Library
2001_north-carolina_50-state-quarters_reverse,2001,,50-state-quarters,north-carolina,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2001-50-state-quarters-coin-north-carolina-uncirculated-reverse.jpg,,2,Numista Reference Library
2001_rhode-island_50-state-quarters_reverse,2001,,50-state-quarters,rhode-island,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2001-50-state-quarters-coin-rhode-island-uncirculated-reverse.jpg,,2,Numista Reference Library
2001_vermont_50-state-quarters_reverse,2001,,50-state-quarters,vermont,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2001-50-state-quarters-coin-vermont-uncirculated-reverse.jpg,,2,Numista Reference Library
2002_american-eagle-platinum_obverse,2002,,american-eagle-platinum,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2002-american-eagle-platinum-one-ounce-proof-coin-obverse.jpg,,2,Numista Reference Library
2002_american-eagle-platinum_reverse,2002,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2002-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2002_bicentennial_obverse,2002,,bicentennial,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2002-west-point-bicentennial-commemorative-silver-one-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2002_bicentennial_reverse,2002,,bicentennial,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2002-west-point-bicentennial-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2002_indiana_50-state-quarters_reverse,2002,,50-state-quarters,indiana,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2002-50-state-quarters-coin-indiana-uncirculated-reverse.jpg,,2,Numista Reference Library
2002_louisiana_50-state-quarters_reverse,2002,,50-state-quarters,louisiana,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2002-50-state-quarters-coin-louisiana-uncirculated-reverse.jpg,,2,Numista Reference Library
2002_mississippi_50-state-quarters_reverse,2002,,50-state-quarters,mississippi,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2002-50-state-quarters-coin-mississippi-uncirculated-reverse.jpg,,2,Numista Reference Library
2002_ohio_50-state-quarters_reverse,2002,,50-state-quarters,ohio,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2002-50-state-quarters-coin-ohio-uncirculated-reverse.jpg,,2,Numista Reference Library
2002_olympic_commemorative_reverse,2002,,commemorative,olympic,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2002-winter-olympics-salt-lake-city-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2002_tennessee_50-state-quarters_reverse,2002,,50-state-quarters,tennessee,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2002-50-state-quarters-coin-tennessee-uncirculated-reverse.jpg,,2,Numista Reference Library
2003_alabama_50-state-quarters_reverse,2003,,50-state-quarters,alabama,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2003-50-state-quarters-coin-alabama-uncirculated-reverse.jpg,,2,Numista Reference Library
2003_american-eagle-platinum_reverse,2003,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2003-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2003_arkansas_50-state-quarters_reverse,2003,,50-state-quarters,arkansas,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2003-50-state-quarters-coin-arkansas-uncirculated-reverse.jpg,,2,Numista Reference Library
2003_commemorative_obverse,2003,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2003-first-flight-centennial-commemorative-gold-ten-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2003_commemorative_reverse,2003,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2003-first-flight-centennial-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2003_illinois_50-state-quarters_reverse,2003,,50-state-quarters,illinois,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2003-50-state-quarters-coin-illinois-uncirculated-reverse.jpg,,2,Numista Reference Library
2003_kennedy-half-dollar_obverse,2003,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2003-first-flight-centennial-commemorative-clad-half-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2003_maine_50-state-quarters_reverse,2003,,50-state-quarters,maine,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2003-50-state-quarters-coin-maineuncirculated-reverse.jpg,,2,Numista Reference Library
2003_missouri_50-state-quarters_reverse,2003,,50-state-quarters,missouri,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2003-50-state-quarters-coin-missouri-uncirculated-reverse.jpg,,2,Numista Reference Library
2004_american-eagle-platinum_reverse,2004,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2004-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2004_bicentennial_obverse,2004,,bicentennial,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2004-lewis-and-clark-bicentennial-commemorative-silver-one-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2004_bicentennial_reverse,2004,,bicentennial,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2004-lewis-and-clark-bicentennial-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2004_commemorative_obverse,2004,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2004-thomas-edison-commemorative-silver-one-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2004_commemorative_reverse,2004,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2004-thomas-edison-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2004_florida_50-state-quarters_reverse,2004,,50-state-quarters,florida,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2004-50-state-quarters-coin-florida-uncirculated-reverse.jpg,,2,Numista Reference Library
2004_iowa_50-state-quarters_reverse,2004,,50-state-quarters,iowa,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2004-50-state-quarters-coin-iowa-uncirculated-reverse.jpg,,2,Numista Reference Library
2004_michigan_50-state-quarters_reverse,2004,,50-state-quarters,michigan,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2004-50-state-quarters-coin-michigan-uncirculated-reverse.jpg,,2,Numista Reference Library
2004_nickel_reverse,2004,,nickel,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_nickels/2004-westward-journey-nickel-series-louisiana-purchase-uncirculated-reverse-768x768.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2004_texas_50-state-quarters_reverse,2004,,50-state-quarters,texas,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2004-50-state-quarters-coin-texas-uncirculated-reverse.jpg,,2,Numista Reference Library
2004_wisconsin_50-state-quarters_reverse,2004,,50-state-quarters,wisconsin,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2004-50-state-quarters-coin-wisconsin-uncirculated-reverse.jpg,,2,Numista Reference Library
2005_O_nickel_reverse,2005,O,nickel,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_nickels/2005-westward-journey-nickel-series-ocean-in-view-o-the-joy-uncirculated-reverse-768x768.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2005_american-eagle-platinum_obverse,2005,,american-eagle-platinum,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2005-american-eagle-platinum-one-ounce-proof-coin-obverse.jpg,,2,Numista Reference Library
2005_american-eagle-platinum_reverse,2005,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2005-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2005_california_50-state-quarters_reverse,2005,,50-state-quarters,california,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2005-50-state-quarters-coin-california-uncirculated-reverse.jpg,,2,Numista Reference Library
2005_cent_obverse,2005,,cent,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_cents/Obverses_of_United_States_cents/2005-Penny-Uncirculated-Obverse.png,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2005_commemorative_obverse,2005,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2005-united-states-marine-corps-commemorative-silver-one-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2005_commemorative_reverse,2005,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2005-united-states-marine-corps-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2005_dime_obverse,2005,,dime,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_dimes/Roosevelt_dimes/Roosevelt-dime-2005-combined_RIGHT.png,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2005_dime_reverse,2005,,dime,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_dimes/Roosevelt_dimes/2005-Dime-unc-GS__28reverse_29.png,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2005_kansas_50-state-quarters_reverse,2005,,50-state-quarters,kansas,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2005-50-state-quarters-coin-kansas-uncirculated-reverse.jpg,,2,Numista Reference Library
2005_kennedy-half-dollar_obverse,2005,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/Half_dollar__United_States_/Kennedy_half_dollar/2005-Half-Dollar-Obv.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2005_minnesota_50-state-quarters_reverse,2005,,50-state-quarters,minnesota,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2005-50-state-quarters-coin-minnesota-uncirculated-reverse.jpg,,2,Numista Reference Library
2005_nickel_reverse,2005,,nickel,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_nickels/2005-westward-journey-nickel-series-american-bison-uncirculated-reverse-768x768_-_Copy.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2005_oregon_50-state-quarters_reverse,2005,,50-state-quarters,oregon,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2005-50-state-quarters-coin-oregon-uncirculated-reverse.jpg,,2,Numista Reference Library
2005_west-virginia_50-state-quarters_reverse,2005,,50-state-quarters,west-virginia,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2005-50-state-quarters-coin-west-virginia-uncirculated-reverse.jpg,,2,Numista Reference Library
2006_american-eagle-platinum_reverse,2006,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2006-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2006_colorado_50-state-quarters_reverse,2006,,50-state-quarters,colorado,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2006-50-state-quarters-coin-colorado-uncirculated-reverse.jpg,,2,Numista Reference Library
2006_commemorative_obverse,2006,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2006-san-francisco-mint-centennial-commemorative-silver-one-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2006_nebraska_50-state-quarters_reverse,2006,,50-state-quarters,nebraska,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/wikimedia_uscoin/United_States_quarters/Washington_quarter/50_State_Quarters/2006_United_States_quarters/50_State_quarter__Nebraska_/2006-50-state-quarters-coin-nebraska-uncirculated-reverse.jpg,Wikimedia Commons / Public Domain,3,Wikimedia Commons
2006_nevada_50-state-quarters_reverse,2006,,50-state-quarters,nevada,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2006-50-state-quarters-coin-nevada-uncirculated-reverse.jpg,,2,Numista Reference Library
2006_north-dakota_50-state-quarters_reverse,2006,,50-state-quarters,north-dakota,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2006-50-state-quarters-coin-north-dakota-uncirculated-reverse.jpg,,2,Numista Reference Library
2006_south-dakota_50-state-quarters_reverse,2006,,50-state-quarters,south-dakota,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2006-50-state-quarters-coin-south-dakota-uncirculated-reverse.jpg,,2,Numista Reference Library
2007_adams_presidential-dollars_obverse,2007,,presidential-dollars,adams,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2007-presidential-dollar-coin-john-adams-uncirculated-obverse.jpg,,2,Numista Reference Library
2007_american-eagle-platinum_reverse,2007,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2007-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2007_commemorative_obverse,2007,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2007-little-rock-central-high-school-commemorative-silver-one-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2007_commemorative_reverse,2007,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2007-little-rock-central-high-school-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2007_idaho_50-state-quarters_reverse,2007,,50-state-quarters,idaho,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2007-50-state-quarters-coin-idaho-uncirculated-reverse.jpg,,2,Numista Reference Library
2007_jefferson_presidential-dollars_obverse,2007,,presidential-dollars,jefferson,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2007-presidential-dollar-coin-thomas-jefferson-uncirculated-obverse.jpg,,2,Numista Reference Library
2007_madison_presidential-dollars_obverse,2007,,presidential-dollars,madison,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2007-presidential-dollar-coin-james-madison-uncirculated-obverse.jpg,,2,Numista Reference Library
2007_montana_50-state-quarters_reverse,2007,,50-state-quarters,montana,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2007-50-state-quarters-coin-montana-uncirculated-reverse.jpg,,2,Numista Reference Library
2007_presidential-dollars_reverse,2007,,presidential-dollars,,reverse,https://storage.googleapis.com/us_mint_coin_images/Numista_Attributed_Coins%20(1)/final_attributed_2007-presidential-dollar-coin-uncirculated-reverse.jpg,United States Mint image,1,US Mint
2007_utah_50-state-quarters_reverse,2007,,50-state-quarters,utah,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2007-50-state-quarters-coin-utahuncirculated-reverse.jpg,,2,Numista Reference Library
2007_washington_50-state-quarters_reverse,2007,,50-state-quarters,washington,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2007-50-state-quarters-coin-washington-uncirculated-reverse.jpg,,2,Numista Reference Library
2007_washington_presidential-dollars_obverse,2007,,presidential-dollars,washington,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2007-presidential-dollar-coin-george-washington-uncirculated-obverse.jpg,,2,Numista Reference Library
2007_wyoming_50-state-quarters_reverse,2007,,50-state-quarters,wyoming,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2007-50-state-quarters-coin-wyoming-uncirculated-reverse.jpg,,2,Numista Reference Library
2008_adams_presidential-dollars_obverse,2008,,presidential-dollars,adams,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2008-presidential-dollar-coin-john-quincy-adams-uncirculated-obverse.jpg,,2,Numista Reference Library
2008_alaska_50-state-quarters_reverse,2008,,50-state-quarters,alaska,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/generic_quarters/2008-50-state-quarters-coin-alaska-uncirculated-reverse.jpg,,2,Numista Reference Library
2008_american-eagle-platinum_obverse,2008,,american-eagle-platinum,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2008-american-eagle-platinum-one-ounce-proof-coin-obverse.jpg,,2,Numista Reference Library
2008_american-eagle-platinum_reverse,2008,,american-eagle-platinum,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/american_eagle/2008-american-eagle-platinum-one-ounce-proof-coin-reverse.jpg,,2,Numista Reference Library
2008_arizona_50-state-quarters_reverse,2008,,50-state-quarters,arizona,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2008-50-state-quarters-coin-arizona-uncirculated-reverse.jpg,,2,Numista Reference Library
2008_commemorative_obverse,2008,,commemorative,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2008-bald-eagle-commemorative-gold-five-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2008_commemorative_reverse,2008,,commemorative,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2008-bald-eagle-commemorative-silver-one-dollar-uncirculated-reverse.jpg,,2,Numista Reference Library
2008_hawaii_50-state-quarters_reverse,2008,,50-state-quarters,hawaii,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2008-50-state-quarters-coin-hawaii-uncirculated-reverse.jpg,,2,Numista Reference Library
2008_jackson_presidential-dollars_obverse,2008,,presidential-dollars,jackson,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2008-presidential-dollar-coin-andrew-jackson-uncirculated-obverse.jpg,,2,Numista Reference Library
2008_kennedy-half-dollar_obverse,2008,,kennedy-half-dollar,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/commemoratives_all/2008-bald-eagle-commemorative-clad-half-dollar-uncirculated-obverse.jpg,,2,Numista Reference Library
2008_lincoln-cent_reverse,2008,,lincoln-cent,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/penny/2008-lincoln-one-cent-reverse-2000x2000.jpg,,2,Numista Reference Library
2008_monroe_presidential-dollars_obverse,2008,,presidential-dollars,monroe,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2008-presidential-dollar-coin-james-monroe-uncirculated-obverse.jpg,,2,Numista Reference Library
2008_new-mexico_50-state-quarters_reverse,2008,,50-state-quarters,new-mexico,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2008-50-state-quarters-coin-new-mexico-uncirculated-reverse.jpg,,2,Numista Reference Library
2008_oklahoma_50-state-quarters_reverse,2008,,50-state-quarters,oklahoma,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/50_state_quarters/2008-50-state-quarters-coin-oklahoma-uncirculated-reverse.jpg,,2,Numista Reference Library
2008_van-buren_presidential-dollars_obverse,2008,,presidential-dollars,van-buren,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/presidential/2008-presidential-dollar-coin-martin-van-buren-uncirculated-obverse.jpg,,2,Numista Reference Library
2009_american-eagle-gold_obverse,2009,,american-eagle-gold,,obverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/gold_eagles/2009-ultra-high-relief-double-eagle-gold-coin-obverse.jpg,,2,Numista Reference Library
2009_american-eagle-gold_reverse,2009,,american-eagle-gold,,reverse,https://storage.googleapis.com/numista-reference-library/reference_library/bulk_programs/gold_eagles/2009-ultra-high-relief-double-eagle-gold-coin-reverse.jpg,,2,Numista Reference Library
